315	0
565	0
759	0
178	0
741	0
37	834
37	489
37	939
37	563
37	1054
462	328
933	328
1036	328
796	328
21	328
37	810
37	919
37	602
37	992
37	1131
577	524
745	524
8	524
462	524
220	524
37	115
37	24
37	858
37	229
37	159
498	941
1060	941
757	941
1098	941
1149	941
37	121
37	384
37	740
37	1034
37	316
837	342
866	342
107	342
882	342
1021	342
37	1058
37	1076
37	32
37	204
37	406
858	506
748	506
1098	506
405	506
217	506
37	1032
37	1020
37	420
37	193
37	8
394	1149
776	1149
344	1149
1060	1149
701	1149
37	973
37	462
37	525
37	178
37	989
701	543
40	543
1173	543
822	543
585	543
37	319
37	789
37	623
37	32
37	776
381	0
51	0
375	0
384	0
381	0
885	344
885	115
885	708
885	951
885	1051
532	328
740	328
585	328
1054	328
487	328
885	1027
885	8
885	881
885	121
885	329
1046	524
319	524
375	524
1027	524
808	524
885	966
885	196
885	16
885	1094
885	565
1094	941
1094	941
380	941
734	941
582	941
885	457
885	1051
885	703
885	716
885	455
543	342
28	342
2	342
837	342
541	342
885	935
885	459
885	121
885	220
885	972
1177	506
340	506
458	506
939	506
1118	506
885	21
885	435
885	1156
885	40
885	1170
671	1149
283	1149
904	1149
331	1149
212	1149
885	679
885	810
885	214
885	901
885	766
1088	543
1118	543
1161	543
532	543
866	543
885	54
885	122
885	943
885	212
885	676
796	0
714	0
1027	0
161	0
87	0
295	115
295	470
295	1170
295	882
295	386
1065	328
73	328
1	328
810	328
457	328
295	939
295	115
295	913
295	120
295	753
1060	524
394	524
709	524
1011	524
789	524
295	121
295	830
295	959
295	122
295	618
900	941
0	941
115	941
822	941
232	941
295	933
295	159
295	283
295	778
295	574
394	342
904	342
970	342
1	342
459	342
295	382
295	435
295	668
295	792
295	24
1002	506
709	506
808	506
573	506
487	506
295	454
295	990
295	572
295	593
295	319
588	1149
430	1149
321	1149
232	1149
193	1149
295	382
295	585
295	904
295	574
295	21
1152	543
457	543
837	543
685	543
1175	543
295	882
295	668
295	957
295	1134
295	612
384	0
64	0
87	0
17	0
1026	0
122	83
122	721
122	73
122	1177
122	596
342	328
454	328
596	328
299	328
994	328
122	457
122	329
122	662
122	574
122	65
576	524
8	524
1049	524
212	524
792	524
122	834
122	319
122	476
122	73
122	572
745	941
882	941
532	941
753	941
953	941
122	821
122	134
122	442
122	46
122	837
630	342
455	342
753	342
21	342
544	342
122	481
122	722
122	939
122	821
122	837
1173	506
73	506
1145	506
64	506
1096	506
122	588
122	516
122	193
122	561
122	295
716	1149
42	1149
1027	1149
412	1149
685	1149
122	726
122	1049
122	1143
122	2
122	411
1046	543
212	543
1096	543
1027	543
1069	543
122	943
122	747
122	396
122	33
122	516
1164	0
709	0
204	0
315	0
455	0
1134	943
1134	657
1134	866
1134	716
1134	1051
476	328
323	328
190	328
909	328
722	328
1134	573
1134	721
1134	1011
1134	420
1134	283
397	524
951	524
941	524
51	524
220	524
1134	123
1134	1069
1134	1118
1134	1049
1134	478
545	941
780	941
740	941
561	941
544	941
1134	1098
1134	908
1134	866
1134	118
1134	105
315	342
563	342
205	342
857	342
1130	342
1134	47
1134	1049
1134	480
1134	708
1134	397
487	506
1027	506
772	506
980	506
776	506
1134	918
1134	73
1134	114
1134	882
1134	668
989	1149
1164	1149
40	1149
759	1149
65	1149
1134	741
1134	677
1134	757
1134	830
1134	888
1093	543
524	543
745	543
1175	543
596	543
1134	214
1134	430
1134	973
1134	46
1134	1046
585	0
118	0
913	0
760	0
507	0
703	796
703	481
703	734
703	316
703	595
65	328
881	328
1098	328
1011	328
671	328
703	1144
703	136
703	115
703	73
703	54
1130	524
442	524
1054	524
888	524
904	524
703	420
703	1049
703	232
703	420
703	1118
1175	941
462	941
1149	941
617	941
1	941
703	476
703	577
703	573
703	959
703	459
565	342
633	342
214	342
778	342
65	342
703	602
703	319
703	604
703	1026
703	573
205	506
83	506
994	506
220	506
40	506
703	857
703	669
703	21
703	163
703	340
1052	1149
205	1149
334	1149
220	1149
214	1149
703	283
703	957
703	726
703	159
703	122
1143	543
747	543
766	543
507	543
637	543
703	122
703	1092
703	262
703	489
703	789
703	316
470	316
908	316
565	316
262	316
227	68
227	501
227	604
227	572
227	1134
918	316
123	316
323	316
454	316
134	316
73	701
73	1094
73	595
73	442
73	679
1058	316
334	316
457	316
64	316
214	316
1164	163
1164	385
1164	973
1164	140
1164	1145
920	316
229	316
989	316
701	316
323	316
637	33
637	436
637	561
637	563
637	778
385	316
1131	316
1145	316
703	316
288	316
574	973
574	555
574	561
574	679
574	380
1101	481
42	481
1101	481
734	481
319	481
544	918
544	33
544	810
544	430
544	881
1027	1145
2	1145
612	1145
16	1145
834	1145
544	323
544	1078
544	422
544	1111
544	524
1011	677
1011	677
46	677
633	677
722	677
544	1093
544	745
544	24
544	441
544	36
957	361
563	361
959	361
630	361
21	361
544	679
544	107
544	757
544	659
544	1069
380	555
857	555
930	555
302	555
1054	555
544	900
544	196
544	1088
544	532
544	1058
385	1036
134	1036
64	1036
701	1036
572	1036
544	721
544	565
544	847
544	584
544	394
334	274
1088	274
766	274
918	274
1049	274
544	531
544	455
544	857
544	364
544	837
884	628
37	628
617	628
319	628
435	628
544	1118
544	1096
544	776
544	65
544	68
190	1173
734	1173
8	1173
1036	1173
455	1173
544	749
544	476
544	340
544	24
544	1074
1074	953
1173	953
531	953
1082	953
105	953
544	1052
544	498
544	726
544	315
544	792
1136	316
1078	316
2	316
132	316
319	316
544	498
544	1098
544	371
544	344
544	745
381	481
485	481
584	481
498	481
740	481
966	83
966	577
966	489
966	635
966	114
