37	0
37	328
37	524
37	941
37	342
37	506
37	1149
37	543
885	0
885	328
885	524
885	941
885	342
885	506
885	1149
885	543
295	0
295	328
295	524
295	941
295	342
295	506
295	1149
295	543
122	0
122	328
122	524
122	941
122	342
122	506
122	1149
122	543
1134	0
1134	328
1134	524
1134	941
1134	342
1134	506
1134	1149
1134	543
703	0
703	328
703	524
703	941
703	342
703	506
703	1149
703	543
227	316
73	316
1164	316
637	316
574	316
544	481
544	1145
544	677
544	361
544	555
544	1036
544	274
544	628
544	1173
544	953
544	316
966	481
966	1145
966	677
966	361
966	555
966	1036
966	274
966	628
966	1173
966	953
966	316
778	481
778	1145
778	677
778	361
778	555
778	1036
778	274
778	628
778	1173
778	953
778	316
685	481
685	1145
685	677
685	361
685	555
685	1036
685	274
685	628
685	1173
685	953
685	316
753	481
753	1145
753	677
753	361
753	555
753	1036
753	274
753	628
753	1173
753	953
753	316
17	481
17	1145
17	677
17	361
17	555
17	1036
17	274
17	628
17	1173
17	953
17	316
659	481
659	1145
659	677
659	361
659	555
659	1036
659	274
659	628
659	1173
659	953
659	316
760	481
760	1145
760	677
760	361
760	555
760	1036
760	274
760	628
760	1173
760	953
760	316
826	481
826	1145
826	677
826	361
826	555
826	1036
826	274
826	628
826	1173
826	953
826	316
412	481
412	1145
412	677
412	361
412	555
412	1036
412	274
412	628
412	1173
412	953
412	316
830	481
830	1145
830	677
830	361
830	555
830	1036
830	274
830	628
830	1173
830	953
830	316
516	541
516	489
516	394
516	749
516	722
516	375
516	315
516	701
516	1026
516	2
516	1027
516	515
516	8
516	1034
516	16
516	531
516	1046
516	1049
516	1050
516	1052
516	28
516	32
516	545
516	1058
516	33
516	1060
516	1065
516	42
516	1069
516	561
516	1074
516	51
516	563
516	570
516	59
516	1082
516	573
516	64
516	576
516	65
516	577
516	1088
516	1094
516	582
516	1096
516	585
516	1098
516	584
516	83
516	596
516	1111
516	87
516	604
516	1118
516	617
516	1130
516	107
516	1131
516	1138
516	115
516	118
516	1143
516	120
516	630
516	121
516	123
516	635
516	633
516	1154
516	132
516	134
516	1161
516	140
516	1174
516	1175
516	1177
516	668
516	671
516	169
516	178
516	179
516	190
516	708
516	196
516	714
516	204
516	205
516	214
516	730
516	220
516	734
516	740
516	741
516	229
516	745
516	757
516	759
516	766
516	772
516	780
516	789
516	790
516	792
516	283
516	796
516	808
516	299
516	302
516	821
516	822
516	314
516	828
516	319
516	321
516	834
516	323
516	837
516	329
516	331
516	334
516	847
516	345
516	857
516	866
516	873
516	364
516	881
516	882
516	884
516	888
516	381
516	384
516	385
516	900
516	901
516	904
516	906
516	908
516	397
516	405
516	918
516	406
516	920
516	930
516	420
516	422
516	939
516	430
516	943
516	951
516	957
516	455
516	970
516	459
516	972
516	462
516	980
516	470
516	476
516	989
516	990
516	994
516	487
516	1002
516	498
516	1011
516	507
516	1020
516	1021
516	37
516	885
516	295
516	122
516	1134
516	703
516	544
516	966
516	778
516	685
516	753
516	17
516	659
516	760
516	826
516	412
516	830
516	1
516	1092
516	1093
516	232
516	40
516	747
516	21
516	217
516	959
516	454
516	441
516	495
516	1032
516	1152
516	457
516	748
516	565
516	227
516	73
516	1164
516	637
516	574
516	663
516	933
516	1054
516	344
516	442
516	77
516	398
516	161
516	532
516	340
516	380
516	810
516	588
516	858
516	0
516	328
516	524
516	941
516	342
516	506
516	1149
516	543
516	481
516	1145
516	677
516	361
516	555
516	1036
516	274
516	628
516	1173
516	953
516	316
516	212
68	541
68	489
68	394
68	749
68	722
68	375
68	315
68	701
68	1026
68	2
68	1027
68	515
68	8
68	1034
68	16
68	531
68	1046
68	1049
68	1050
68	1052
68	28
68	32
68	545
68	1058
68	33
68	1060
68	1065
68	42
68	1069
68	561
68	1074
68	51
68	563
68	570
68	59
68	1082
68	573
68	64
68	576
68	65
68	577
68	1088
68	1094
68	582
68	1096
68	585
68	1098
68	584
68	83
68	596
68	1111
68	87
68	604
68	1118
68	617
68	1130
68	107
68	1131
68	1138
68	115
68	118
68	1143
68	120
68	630
68	121
68	123
68	635
68	633
68	1154
68	132
68	134
68	1161
68	140
68	1174
68	1175
68	1177
68	668
68	671
68	169
68	178
68	179
68	190
68	708
68	196
68	714
68	204
68	205
68	214
68	730
68	220
68	734
68	740
68	741
68	229
68	745
68	757
68	759
68	766
68	772
68	780
68	789
68	790
68	792
68	283
68	796
68	808
68	299
68	302
68	821
68	822
68	314
68	828
68	319
68	321
68	834
68	323
68	837
68	329
68	331
68	334
68	847
68	345
68	857
68	866
68	873
68	364
68	881
68	882
68	884
68	888
68	381
68	384
68	385
68	900
68	901
68	904
68	906
68	908
68	397
68	405
68	918
68	406
68	920
68	930
68	420
68	422
68	939
68	430
68	943
68	951
68	957
68	455
68	970
68	459
68	972
68	462
68	980
68	470
68	476
68	989
68	990
68	994
68	487
68	1002
68	498
68	1011
68	507
68	1020
68	1021
68	37
68	885
68	295
68	122
68	1134
68	703
68	544
68	966
68	778
68	685
68	753
68	17
68	659
68	760
68	826
68	412
68	830
68	1
68	1092
68	1093
68	232
68	40
68	747
68	21
68	217
68	959
68	454
68	441
68	495
68	1032
68	1152
68	457
68	748
68	565
68	227
68	73
68	1164
68	637
68	574
68	663
68	933
68	1054
68	344
68	442
68	77
68	398
68	161
68	532
68	340
68	380
68	810
68	588
68	858
68	0
68	328
68	524
68	941
68	342
68	506
68	1149
68	543
68	481
68	1145
68	677
68	361
68	555
68	1036
68	274
68	628
68	1173
68	953
68	316
68	212
10	541
10	489
10	394
10	749
10	722
10	375
10	315
10	701
10	1026
10	2
10	1027
10	515
10	8
10	1034
10	16
10	531
10	1046
10	1049
10	1050
10	1052
10	28
10	32
10	545
10	1058
10	33
10	1060
10	1065
10	42
10	1069
10	561
10	1074
10	51
10	563
10	570
10	59
10	1082
10	573
10	64
10	576
10	65
10	577
10	1088
10	1094
10	582
10	1096
10	585
10	1098
10	584
10	83
10	596
10	1111
10	87
10	604
10	1118
10	617
10	1130
10	107
10	1131
10	1138
10	115
10	118
10	1143
10	120
10	630
10	121
10	123
10	635
10	633
10	1154
10	132
10	134
10	1161
10	140
10	1174
10	1175
10	1177
10	668
10	671
10	169
10	178
10	179
10	190
10	708
10	196
10	714
10	204
10	205
10	214
10	730
10	220
10	734
10	740
10	741
10	229
10	745
10	757
10	759
10	766
10	772
10	780
10	789
10	790
10	792
10	283
10	796
10	808
10	299
10	302
10	821
10	822
10	314
10	828
10	319
10	321
10	834
10	323
10	837
10	329
10	331
10	334
10	847
10	345
10	857
10	866
10	873
10	364
10	881
10	882
10	884
10	888
10	381
10	384
10	385
10	900
10	901
10	904
10	906
10	908
10	397
10	405
10	918
10	406
10	920
10	930
10	420
10	422
10	939
10	430
10	943
10	951
10	957
10	455
10	970
10	459
10	972
10	462
10	980
10	470
10	476
10	989
10	990
10	994
10	487
10	1002
10	498
10	1011
10	507
10	1020
10	1021
10	37
10	885
10	295
10	122
10	1134
10	703
10	544
10	966
10	778
10	685
10	753
10	17
10	659
10	760
10	826
10	412
10	830
10	1
10	1092
10	1093
10	232
10	40
10	747
10	21
10	217
10	959
10	454
10	441
10	495
10	1032
10	1152
10	457
10	748
10	565
10	227
10	73
10	1164
10	637
10	574
10	663
10	933
10	1054
10	344
10	442
10	77
10	398
10	161
10	532
10	340
10	380
10	810
10	588
10	858
10	0
10	328
10	524
10	941
10	342
10	506
10	1149
10	543
10	481
10	1145
10	677
10	361
10	555
10	1036
10	274
10	628
10	1173
10	953
10	316
10	212
525	541
525	489
525	394
525	749
525	722
525	375
525	315
525	701
525	1026
525	2
525	1027
525	515
525	8
525	1034
525	16
525	531
525	1046
525	1049
525	1050
525	1052
525	28
525	32
525	545
525	1058
525	33
525	1060
525	1065
525	42
525	1069
525	561
525	1074
525	51
525	563
525	570
525	59
525	1082
525	573
525	64
525	576
525	65
525	577
525	1088
525	1094
525	582
525	1096
525	585
525	1098
525	584
525	83
525	596
525	1111
525	87
525	604
525	1118
525	617
525	1130
525	107
525	1131
525	1138
525	115
525	118
525	1143
525	120
525	630
